date,hour,day,Is_Weekend,pool_price,volatility,max_price,95th_percentile,price_spike,demand,max_demand,volume,reserve_margin,lerner_index,high_lerner_flag,,,,,
2024-07-31,4,Wednesday,0.00,18.53,6.98,47.97,481.82,0.00,9483.00,11949.00,20606.00,0.54,0.00,0.00,,,,,
2024-07-31,5,Wednesday,0.00,15.24,6.94,47.97,481.82,0.00,9471.00,11949.00,20606.00,0.54,0.00,0.00,,,,,
2024-07-31,6,Wednesday,0.00,15.74,6.90,47.97,481.82,0.00,9539.00,11949.00,20606.00,0.54,0.00,0.00,,,,,
2024-07-31,7,Wednesday,0.00,19.34,6.87,47.97,481.82,0.00,9707.00,11949.00,20606.00,0.53,0.00,0.00,,,,,
2024-07-31,8,Wednesday,0.00,26.99,6.84,47.97,481.82,0.00,10121.00,11949.00,20606.00,0.51,17.27,1.00,,,,,
2024-07-31,9,Wednesday,0.00,30.75,6.82,47.97,481.82,0.00,10499.00,11949.00,20606.00,0.49,13.43,1.00,,,,,
2024-07-31,10,Wednesday,0.00,42.22,6.80,47.97,481.82,0.00,10761.00,11949.00,20606.00,0.48,41.03,1.00,,,,,
2024-07-31,11,Wednesday,0.00,47.97,6.79,47.97,481.82,0.00,10981.00,11949.00,20606.00,0.47,41.03,1.00,,,,,
2024-07-31,12,Wednesday,0.00,45.41,6.78,47.97,481.82,0.00,11181.00,11949.00,20606.00,0.46,40.81,1.00,,,,,
2024-07-31,13,Wednesday,0.00,30.44,6.78,47.97,481.82,0.00,11344.00,11949.00,20606.00,0.45,11.24,1.00,,,,,
2024-07-31,14,Wednesday,0.00,32.39,6.79,47.97,481.82,0.00,11511.00,11949.00,20606.00,0.44,18.89,1.00,,,,,
2024-07-31,15,Wednesday,0.00,38.61,6.80,47.97,481.82,0.00,11652.00,11949.00,20606.00,0.43,32.18,1.00,,,,,
2024-07-31,16,Wednesday,0.00,37.93,6.82,47.97,481.82,0.00,11819.00,11949.00,20606.00,0.43,33.25,1.00,,,,,
2024-07-31,17,Wednesday,0.00,40.26,6.84,47.97,481.82,0.00,11949.00,11949.00,20606.00,0.42,32.95,1.00,,,,,
2024-07-31,18,Wednesday,0.00,36.11,6.87,47.97,481.82,0.00,11901.00,11949.00,20606.00,0.42,16.92,1.00,,,,,
2024-07-31,19,Wednesday,0.00,35.61,6.90,47.97,481.82,0.00,11582.00,11949.00,20606.00,0.44,31.95,1.00,,,,,
2024-07-31,20,Wednesday,0.00,29.44,6.94,47.97,481.82,0.00,11306.00,11949.00,20606.00,0.45,9.41,1.00,,,,,
2024-07-31,21,Wednesday,0.00,31.36,6.98,47.97,481.82,0.00,11062.00,11949.00,20606.00,0.46,16.74,1.00,,,,,
2024-07-31,22,Wednesday,0.00,35.81,7.03,47.97,481.82,0.00,10847.00,11949.00,20606.00,0.47,32.42,1.00,,,,,
2024-07-31,23,Wednesday,0.00,23.67,7.09,47.97,481.82,0.00,10500.00,11949.00,20606.00,0.49,17.33,1.00,,,,,
2024-07-31,24,Wednesday,0.00,15.59,7.15,47.97,481.82,0.00,10105.00,11949.00,20606.00,0.51,0.00,0.00,,,,,
